,datetime_utc,_conds,_dewptm,_fog,_heatindexm,_hum,_pressurem,_tempm,_vism,_wdird,_wdire,_wspdm,Date,year,month,day,hour
92290,2015-10-11 21:00:00,Mist,21.0,0,31.34714754,81.0,1010.0,23.0,2.0,332.0,,0.0,2015-10-11 21:00:00,2015.0,10.0,11.0,21.0
92415,2015-10-27 18:00:00,Haze,17.0,0,31.02747541,62.0,1014.0,23.0,2.0,320.0,NW,3.7,2015-10-27 18:00:00,2015.0,10.0,27.0,18.0
92564,2015-11-15 09:00:00,Smoke,14.0,0,30.64642623,26.0,1011.0,31.0,2.0,295.0,,0.0,2015-11-15 09:00:00,2015.0,11.0,15.0,9.0
92589,2015-11-18 12:00:00,Smoke,13.0,0,30.5824918,39.0,1015.0,24.0,2.0,270.0,West,7.4,2015-11-18 12:00:00,2015.0,11.0,18.0,12.0
92628,2015-11-23 09:00:00,Smoke,11.0,0,30.4827541,22.0,1013.0,29.0,2.0,180.0,,0.0,2015-11-23 09:00:00,2015.0,11.0,23.0,9.0
92631,2015-11-23 18:00:00,Mist,13.0,0,30.47508197,82.0,1016.0,15.0,1.0,213.75,,0.0,2015-11-23 18:00:00,2015.0,11.0,23.0,18.0
92672,2015-11-28 21:00:00,Partial Fog,14.0,1,30.37022951,91.0,1018.0,15.0,0.2,62.0,,0.0,2015-11-28 21:00:00,2015.0,11.0,28.0,21.0
92937,2016-01-01 03:00:00,Partial Fog,9.0,1,29.69252459,94.0,1022.0,10.0,0.2,331.6666667,,0.0,2016-01-01 03:00:00,2016.0,1.0,1.0,3.0
93134,2016-01-19 09:00:00,Patches of Fog,12.0,1,29.18872131,76.0,1015.0,15.0,0.2,15.0,,0.0,2016-01-19 09:00:00,2016.0,1.0,19.0,9.0
93148,2016-01-20 08:00:00,Smoke,10.0,0,29.15291803,77.0,1018.0,14.0,1.0,240.0,WSW,5.6,2016-01-20 08:00:00,2016.0,1.0,20.0,8.0
93221,2016-01-25 02:00:00,Fog,6.0,1,28.96622951,93.0,1018.0,7.0,0.7,280.0,West,9.3,2016-01-25 02:00:00,2016.0,1.0,25.0,2.0
93467,2016-02-13 06:00:00,Haze,9.0,0,29.80929368,45.0,1016.0,18.0,2.0,340.0,NNW,13.0,2016-02-13 06:00:00,2016.0,2.0,13.0,6.0
93481,2016-02-14 05:00:00,Haze,9.0,0,29.88736059,52.0,1019.0,19.0,3.0,320.0,NW,7.4,2016-02-14 05:00:00,2016.0,2.0,14.0,5.0
93565,2016-02-20 04:00:00,Mostly Cloudy,18.0,0,29.44,73.0,1016.0,23.0,1.0,260.0,West,13.0,2016-02-20 04:00:00,2016.0,2.0,20.0,4.0
93585,2016-02-21 08:00:00,Haze,13.0,0,27.94,47.0,1015.0,25.0,3.5,290.0,WNW,20.4,2016-02-21 08:00:00,2016.0,2.0,21.0,8.0
93601,2016-02-22 09:00:00,Blowing Sand,13.0,0,27.62,31.0,1013.0,27.0,2.0,270.0,West,33.3,2016-02-22 09:00:00,2016.0,2.0,22.0,9.0
93801,2016-03-06 18:00:00,Mist,15.0,0,29.05454545,69.0,1014.0,19.0,2.0,0.0,,0.0,2016-03-06 18:00:00,2016.0,3.0,6.0,18.0
93962,2016-03-17 06:00:00,Haze,16.0,0,29.1,31.0,1011.0,30.0,2.0,160.0,SSE,5.6,2016-03-17 06:00:00,2016.0,3.0,17.0,6.0
93981,2016-03-18 09:00:00,Haze,19.0,0,32.15,37.0,1008.0,32.0,2.0,110.0,ESE,7.4,2016-03-18 09:00:00,2016.0,3.0,18.0,9.0
93996,2016-03-19 09:00:00,Haze,19.0,0,34.0,35.0,1008.0,32.0,2.0,50.0,NE,11.1,2016-03-19 09:00:00,2016.0,3.0,19.0,9.0
94012,2016-03-20 11:00:00,Haze,19.0,0,33.5,46.0,1010.0,32.0,3.0,340.0,NNW,7.4,2016-03-20 11:00:00,2016.0,3.0,20.0,11.0
94034,2016-03-22 00:00:00,Haze,8.0,0,27.68461538,41.0,1009.0,18.0,2.0,290.0,WNW,18.5,2016-03-22 00:00:00,2016.0,3.0,22.0,0.0
94121,2016-03-27 11:00:00,Haze,16.0,0,31.9,38.0,1012.0,32.0,4.0,340.0,NNW,11.1,2016-03-27 11:00:00,2016.0,3.0,27.0,11.0
94378,2016-04-13 06:00:00,Blowing Sand,10.0,0,30.64,15.0,1004.0,34.0,2.0,270.0,West,27.8,2016-04-13 06:00:00,2016.0,4.0,13.0,6.0
94506,2016-04-21 09:00:00,Blowing Sand,12.0,0,31.62857143,12.0,1002.0,38.0,2.0,290.0,WNW,24.1,2016-04-21 09:00:00,2016.0,4.0,21.0,9.0
94522,2016-04-22 12:00:00,Widespread Dust,10.0,0,35.43103448,11.0,997.0,38.0,4.0,290.0,WNW,11.1,2016-04-22 12:00:00,2016.0,4.0,22.0,12.0
94637,2016-04-30 08:00:00,Unknown,9.0,0,37.41428571,16.0,1006.0,39.0,2.0,290.0,WNW,11.1,2016-04-30 08:00:00,2016.0,4.0,30.0,8.0
94698,2016-05-04 07:00:00,Unknown,18.0,0,40.9,29.0,1005.0,39.0,3.0,80.0,East,5.6,2016-05-04 07:00:00,2016.0,5.0,4.0,7.0
94842,2016-05-13 10:00:00,Haze,12.0,0,41.2,17.0,1000.0,42.0,4.0,290.0,WNW,16.7,2016-05-13 10:00:00,2016.0,5.0,13.0,10.0
94877,2016-05-15 12:00:00,Widespread Dust,18.0,0,42.55,18.0,1000.0,41.0,2.0,50.0,NE,3.7,2016-05-15 12:00:00,2016.0,5.0,15.0,12.0
94910,2016-05-17 15:00:00,Haze,17.0,0,37.9,21.0,996.0,37.0,2.0,320.0,NW,5.6,2016-05-17 15:00:00,2016.0,5.0,17.0,15.0
95080,2016-05-27 07:30:00,Widespread Dust,14.0,0,39.7,21.0,1001.0,40.0,3.0,290.0,WNW,24.1,2016-05-27 07:30:00,2016.0,5.0,27.0,7.0
95172,2016-06-01 21:00:00,Haze,22.0,0,40.2,45.0,1000.0,33.0,2.0,260.0,,0.0,2016-06-01 21:00:00,2016.0,6.0,1.0,21.0
95325,2016-06-12 03:00:00,Haze,21.0,0,34.75,42.0,1000.0,32.0,2.0,270.0,West,11.1,2016-06-12 03:00:00,2016.0,6.0,12.0,3.0
95381,2016-06-15 11:00:00,Haze,26.0,0,48.6,50.0,995.0,38.0,3.0,80.0,East,5.6,2016-06-15 11:00:00,2016.0,6.0,15.0,11.0
95466,2016-06-21 05:00:00,Haze,25.0,0,41.8,59.0,1002.0,34.0,3.0,160.0,SSE,9.3,2016-06-21 05:00:00,2016.0,6.0,21.0,5.0
95525,2016-06-25 03:00:00,Haze,28.0,0,46.46666667,68.0,1001.0,33.0,2.0,90.0,East,9.3,2016-06-25 03:00:00,2016.0,6.0,25.0,3.0
95534,2016-06-25 15:00:00,Haze,26.0,0,46.32,57.0,999.0,34.0,2.0,90.0,East,7.4,2016-06-25 15:00:00,2016.0,6.0,25.0,15.0
95593,2016-06-29 11:00:00,Haze,26.0,0,49.7,47.0,1000.0,39.0,3.5,70.0,ENE,11.1,2016-06-29 11:00:00,2016.0,6.0,29.0,11.0
95710,2016-07-07 02:00:00,Scattered Clouds,27.0,0,38.8,84.0,1000.0,30.0,2.5,120.0,ESE,5.6,2016-07-07 02:00:00,2016.0,7.0,7.0,2.0
95759,2016-07-10 04:00:00,Haze,26.0,0,40.4,70.0,998.0,32.0,3.0,270.0,West,3.7,2016-07-10 04:00:00,2016.0,7.0,10.0,4.0
95827,2016-07-14 08:00:00,Haze,27.0,0,43.9,71.0,998.0,33.0,3.0,0.0,North,0.0,2016-07-14 08:00:00,2016.0,7.0,14.0,8.0
95887,2016-07-18 04:00:00,Light Rain,25.0,0,34.3875,94.0,1003.0,26.0,2.0,0.0,North,0.0,2016-07-18 04:00:00,2016.0,7.0,18.0,4.0
96132,2016-08-02 15:00:00,Mist,26.0,0,34.54,75.0,997.0,30.0,2.0,90.0,East,3.7,2016-08-02 15:00:00,2016.0,8.0,2.0,15.0
96195,2016-08-06 13:00:00,Haze,24.0,0,37.7,62.0,1000.0,32.0,3.0,70.0,ENE,3.7,2016-08-06 13:00:00,2016.0,8.0,6.0,13.0
96311,2016-08-11 11:00:00,Rain,26.0,0,31.2,94.0,1001.0,27.0,1.5,0.0,North,0.0,2016-08-11 11:00:00,2016.0,8.0,11.0,11.0
96560,2016-08-20 11:30:00,Haze,27.0,0,48.1,60.0,999.0,36.0,3.0,70.0,ENE,13.0,2016-08-20 11:30:00,2016.0,8.0,20.0,11.0
96648,2016-08-24 01:30:00,Mostly Cloudy,25.0,0,34.5,79.0,1003.0,29.0,2.5,50.0,NE,9.3,2016-08-24 01:30:00,2016.0,8.0,24.0,1.0
96902,2016-09-02 11:30:00,Haze,25.0,0,40.6,63.0,1001.0,33.0,3.5,290.0,WNW,11.1,2016-09-02 11:30:00,2016.0,9.0,2.0,11.0
97166,2016-09-21 05:30:00,Haze,25.0,0,43.2,56.0,1007.0,35.0,3.0,80.0,East,9.3,2016-09-21 05:30:00,2016.0,9.0,21.0,5.0
97228,2016-09-23 10:00:00,Haze,24.0,0,41.9,53.0,1004.0,35.0,3.0,40.0,NE,3.7,2016-09-23 10:00:00,2016.0,9.0,23.0,10.0
97320,2016-09-27 05:30:00,Haze,23.0,0,37.8,55.0,1009.0,33.0,3.0,0.0,North,0.0,2016-09-27 05:30:00,2016.0,9.0,27.0,5.0
97321,2016-09-27 06:00:00,Haze,24.0,0,38.45,46.0,1008.0,34.0,2.0,90.0,,0.0,2016-09-27 06:00:00,2016.0,9.0,27.0,6.0
97346,2016-09-28 05:30:00,Haze,23.0,0,37.8,55.0,1007.0,33.0,3.5,140.0,SE,3.7,2016-09-28 05:30:00,2016.0,9.0,28.0,5.0
97758,2016-10-14 03:00:00,Haze,17.0,0,28.225,57.0,1010.0,23.0,4.0,120.0,,0.0,2016-10-14 03:00:00,2016.0,10.0,14.0,3.0
97892,2016-10-19 06:00:00,Haze,17.0,0,32.95,30.0,1009.0,32.0,2.0,290.0,WNW,11.1,2016-10-19 06:00:00,2016.0,10.0,19.0,6.0
97953,2016-10-21 12:30:00,Haze,19.0,0,32.4,49.0,1008.0,31.0,4.0,0.0,North,0.0,2016-10-21 12:30:00,2016.0,10.0,21.0,12.0
97976,2016-10-22 10:30:00,Haze,19.0,0,35.7,41.0,1008.0,34.0,4.0,310.0,NW,14.8,2016-10-22 10:30:00,2016.0,10.0,22.0,10.0
97985,2016-10-23 00:00:00,Mist,18.0,0,30.0,80.0,1009.0,21.0,2.0,270.0,West,3.7,2016-10-23 00:00:00,2016.0,10.0,23.0,0.0
98091,2016-10-27 02:30:00,Mist,17.0,0,29.33636364,94.0,1016.0,18.0,1.0,250.0,WSW,3.7,2016-10-27 02:30:00,2016.0,10.0,27.0,2.0
98250,2016-11-02 04:00:00,Fog,17.0,1,27.92941176,78.0,1019.0,21.0,0.4,0.0,North,0.0,2016-11-02 04:00:00,2016.0,11.0,2.0,4.0
98282,2016-11-03 10:00:00,Smoke,15.0,0,30.6,38.0,1015.0,31.0,2.0,350.0,North,3.7,2016-11-03 10:00:00,2016.0,11.0,3.0,10.0
98361,2016-11-06 09:30:00,Smoke,13.0,0,29.2,35.0,1011.0,30.0,0.5,270.0,West,9.3,2016-11-06 09:30:00,2016.0,11.0,6.0,9.0
98460,2016-11-10 08:00:00,Smoke,14.0,0,29.4,37.0,1013.0,30.0,1.0,30.0,NNE,3.7,2016-11-10 08:00:00,2016.0,11.0,10.0,8.0
98535,2016-11-13 06:30:00,Smoke,14.0,0,27.8,42.0,1018.0,28.0,1.5,160.0,SSE,13.0,2016-11-13 06:30:00,2016.0,11.0,13.0,6.0
98592,2016-11-15 09:30:00,Haze,10.0,0,27.33333333,34.0,1015.0,27.0,2.5,20.0,NNE,9.3,2016-11-15 09:30:00,2016.0,11.0,15.0,9.0
98672,2016-11-18 10:00:00,Haze,13.0,0,27.6,39.0,1013.0,28.0,3.0,320.0,NW,9.3,2016-11-18 10:00:00,2016.0,11.0,18.0,10.0
98685,2016-11-19 04:30:00,Haze,10.0,0,27.0,59.0,1015.0,18.0,3.0,270.0,West,7.4,2016-11-19 04:30:00,2016.0,11.0,19.0,4.0
98891,2016-11-30 02:00:00,Fog,15.0,1,27.01785714,100.0,1018.0,15.0,0.1,90.0,East,3.7,2016-11-30 02:00:00,2016.0,11.0,30.0,2.0
98997,2016-12-04 09:30:00,Haze,7.0,0,27.25446429,30.0,1019.0,26.0,3.0,300.0,WNW,9.3,2016-12-04 09:30:00,2016.0,12.0,4.0,9.0
99134,2016-12-10 21:00:00,Partial Fog,13.0,1,27.55102041,96.0,1013.0,14.0,0.2,90.0,East,3.7,2016-12-10 21:00:00,2016.0,12.0,10.0,21.0
99202,2016-12-14 03:00:00,Patches of Fog,12.0,1,27.684458399999997,91.0,1018.0,13.0,0.5,270.0,West,7.4,2016-12-14 03:00:00,2016.0,12.0,14.0,3.0
99374,2016-12-22 10:30:00,Haze,5.0,0,28.02197802,29.0,1014.0,24.0,2.5,290.0,WNW,11.1,2016-12-22 10:30:00,2016.0,12.0,22.0,10.0
99681,2017-01-06 10:00:00,Haze,17.0,0,28.624411300000002,65.0,1010.0,24.0,2.5,100.0,East,7.4,2017-01-06 10:00:00,2017.0,1.0,6.0,10.0
99686,2017-01-06 15:00:00,Mist,17.0,0,28.63422292,96.0,1012.0,18.0,1.0,70.0,ENE,7.4,2017-01-06 15:00:00,2017.0,1.0,6.0,15.0
99727,2017-01-08 10:30:00,Smoke,12.0,0,28.71467818,60.0,1014.0,20.0,1.5,0.0,North,0.0,2017-01-08 10:30:00,2017.0,1.0,8.0,10.0
99912,2017-01-18 00:00:00,Mist,5.0,0,29.07770801,100.0,1020.0,5.0,1.0,54.0,,0.0,2017-01-18 00:00:00,2017.0,1.0,18.0,0.0
99985,2017-01-21 07:30:00,Smoke,9.0,0,29.22095761,52.0,1021.0,19.0,1.0,270.0,West,11.1,2017-01-21 07:30:00,2017.0,1.0,21.0,7.0
100036,2017-01-23 12:00:00,Mist,17.0,0,29.32103611,71.0,1017.0,21.0,2.0,320.0,NW,3.7,2017-01-23 12:00:00,2017.0,1.0,23.0,12.0
100205,2017-01-31 18:00:00,Mist,13.0,0,29.65266876,95.0,1017.0,13.0,1.0,302.5,,0.0,2017-01-31 18:00:00,2017.0,1.0,31.0,18.0
100480,2017-03-02 04:30:00,Haze,16.0,0,28.4125,69.0,1015.0,22.0,2.0,90.0,East,3.7,2017-03-02 04:30:00,2017.0,3.0,2.0,4.0
100712,2017-03-24 03:00:00,Haze,19.0,0,29.38536585,64.0,1011.0,25.0,1.0,315.0,,0.0,2017-03-24 03:00:00,2017.0,3.0,24.0,3.0
100818,2017-04-04 18:00:00,Thunderstorms and Rain,14.0,0,32.7,30.0,1009.0,28.0,2.0,320.0,NW,35.2,2017-04-04 18:00:00,2017.0,4.0,4.0,18.0
100822,2017-04-05 04:30:00,Haze,17.0,0,30.3,45.0,1008.0,30.0,3.5,90.0,East,14.8,2017-04-05 04:30:00,2017.0,4.0,5.0,4.0
100878,2017-04-11 15:00:00,Haze,9.0,0,32.275,17.0,1005.0,31.0,2.0,290.0,WNW,11.1,2017-04-11 15:00:00,2017.0,4.0,11.0,15.0
100942,2017-04-19 03:00:00,Haze,8.0,0,36.67058824,13.0,1004.0,32.0,2.0,270.0,West,14.8,2017-04-19 03:00:00,2017.0,4.0,19.0,3.0
